POSTCODE,SA2_NAME_2011
2474,Kyogle
2475,Tenterfield
2475,Casino Region
2475,Kyogle
2476,Tenterfield
2476,Kyogle
2477,Ballina Region
2477,Lismore Region
2478,Ballina
2478,Ballina Region
2478,Lennox Head - Skennars Head
2479,Ballina Region
2479,Bangalow
2479,Byron Bay
2480,Ballina Region
2480,Bangalow
2480,Casino Region
2480,Goonellabah
2480,Kyogle
2480,Lismore
2480,Lismore Region
2481,Bangalow
2481,Brunswick Heads - Ocean Shores
2481,Byron Bay
2481,Lennox Head - Skennars Head
2481,Mullumbimby
2482,Mullumbimby
2483,Brunswick Heads - Ocean Shores
2483,Mullumbimby
2483,Pottsville
2484,Murwillumbah
2484,Murwillumbah Region
2484,Pottsville
2484,Tweed Heads
2485,Tweed Heads
2486,Tweed Heads
2486,Tweed Heads - South
2487,Kingscliff - Fingal Head
2487,Murwillumbah Region
2487,Pottsville
2488,Murwillumbah Region
2488,Pottsville
2489,Pottsville
2490,Murwillumbah Region
2490,Tweed Heads - South
2500,Balgownie - Fairy Meadow
2500,Figtree - Keiraville
2500,Wollongong
2502,Berkeley - Warrawong - Windang
2505,Berkeley - Warrawong - Windang
2505,Port Kembla Industrial
2506,Berkeley - Warrawong - Windang
2508,Helensburgh
2508,Thirroul - Austinmer - Coalcliff
2515,Thirroul - Austinmer - Coalcliff
2516,Woonona - Bulli - Russell Vale
2517,Corrimal - Tarrawanna - Bellambi
2517,Woonona - Bulli - Russell Vale
2518,Balgownie - Fairy Meadow
2518,Corrimal - Tarrawanna - Bellambi
2518,Woonona - Bulli - Russell Vale
2519,Balgownie - Fairy Meadow
2519,Wollongong
2522,Figtree - Keiraville
2525,Figtree - Keiraville
2525,Wollongong
2526,Berkeley - Warrawong - Windang
2526,Horsley - Kembla Grange
2526,Unanderra - Mount Kembla
2526,Figtree - Keiraville
2527,Albion Park - Macquarie Pass
2527,Albion Park Rail
2527,Kiama Hinterland - Gerringong
2527,Shellharbour - Flinders
2528,Berkeley - Warrawong - Windang
2528,Shellharbour - Flinders
2528,Warilla
2529,Shellharbour - Flinders
2529,Shellharbour - Oak Flats
2530,Dapto - Avondale
2530,Horsley - Kembla Grange
2533,Kiama
2533,Kiama Downs - Minnamurra
2533,Kiama Hinterland - Gerringong
2533,Robertson - Fitzroy Falls
2534,Kiama Hinterland - Gerringong
2535,Kiama Hinterland - Gerringong
2535,Berry - Kangaroo Valley
2536,Batemans Bay
2536,Batemans Bay - South
2536,Eurobodalla Hinterland
2536,Ulladulla Region
2537,Broulee - Tomakin
2537,Deua - Wadbilliga
2537,Eurobodalla Hinterland
2537,Moruya - Tuross Head
2538,Ulladulla
2538,Ulladulla Region
2539,Eurobodalla Hinterland
2539,Ettrema - Sassafras - Budawang
2539,Ulladulla
2539,Ulladulla Region
2540,Berry - Kangaroo Valley
2540,Callala Bay - Currarong
2540,Culburra Beach
2540,Ettrema - Sassafras - Budawang
2540,Huskisson - Vincentia
2540,North Nowra - Bomaderry
2540,Nowra
2540,St Georges Basin - Erowal Bay
2540,Sussex Inlet - Berrara
2540,Tomerong - Wandandian - Woollamia
2540,Jervis Bay
2541,North Nowra - Bomaderry
2541,Nowra
2545,Deua - Wadbilliga
2545,Eurobodalla Hinterland
2546,Bega-Eden Hinterland
2546,Deua - Wadbilliga
2546,Narooma - Bermagui
2548,Bega-Eden Hinterland
2548,Merimbula - Tura Beach
2549,Bega-Eden Hinterland
2549,Merimbula - Tura Beach
2550,Bega - Tathra
2550,Bega-Eden Hinterland
2550,Deua - Wadbilliga
2550,Merimbula - Tura Beach
2551,Bega-Eden Hinterland
2551,Eden
2555,Mulgoa - Luddenham - Orchard Hills
2555,Badgerys Creek - Greendale
2556,Badgerys Creek - Greendale
2556,Cobbitty - Leppington
2557,Badgerys Creek - Greendale
2557,Cobbitty - Leppington
2558,Claymore - Eagle Vale - Raby
2559,Campbelltown - Woodbine
2559,Claymore - Eagle Vale - Raby
2560,Illawarra Catchment Reserve
2560,Bradbury - Wedderburn
2560,Campbelltown - Woodbine
2560,Leumeah - Minto Heights
2560,Rosemeadow - Glen Alpine
2560,Douglas Park - Appin
2563,Rosemeadow - Glen Alpine
2564,Macquarie Fields - Glenfield
2565,Ingleburn - Denham Court
2566,Claymore - Eagle Vale - Raby
2566,Leumeah - Minto Heights
2566,Minto - St Andrews
2567,Elderslie - Harrington Park
2567,Mount Annan - Currans Hill
2568,Rosemeadow - Glen Alpine
2568,Douglas Park - Appin
2569,Douglas Park - Appin
2570,Camden - Ellis Lane
2570,Elderslie - Harrington Park
2570,Mount Annan - Currans Hill
2570,Douglas Park - Appin
2570,The Oaks - Oakdale
2570,Cobbitty - Leppington
2571,Hill Top - Colo Vale
2571,Douglas Park - Appin
2571,Picton - Tahmoor - Buxton
2572,Picton - Tahmoor - Buxton
2573,Picton - Tahmoor - Buxton
2574,Bargo
2575,Bowral
2575,Hill Top - Colo Vale
2575,Mittagong
2575,Southern Highlands
2576,Bowral
2576,Mittagong
2576,Robertson - Fitzroy Falls
2577,Albion Park - Macquarie Pass
2577,Berry - Kangaroo Valley
2577,North Nowra - Bomaderry
2577,Moss Vale - Berrima
2577,Robertson - Fitzroy Falls
2577,Southern Highlands
2578,Southern Highlands
2579,Goulburn Region
2579,Southern Highlands
2580,Goulburn
2580,Goulburn Region
2580,Braidwood
2580,Queanbeyan Region
2580,Oberon
2581,Goulburn Region
2581,Yass Region
2581,Queanbeyan Region
2582,Yass
2582,Yass Region
2583,Goulburn Region
2583,Young Region
2583,Bathurst Region
2584,Yass Region
2585,Young Region
2586,Yass Region
2586,Young Region
2587,Young
2587,Young Region
2588,Cootamundra
2590,Cootamundra
2590,Junee
2594,Young
2594,Young Region
2594,Grenfell
2594,Cootamundra
2600,ACT - East
2600,Campbell
2600,Reid
2600,Deakin
2600,Kingston - Barton
2600,Parkes (ACT)
2600,Yarralumla
2601,Acton
2601,Civic
2602,Ainslie
2602,Dickson
2602,Downer
2602,Hackett
2602,Lyneham
2602,O'Connor (ACT)
2602,Watson
2603,Forrest
2603,Griffith (ACT)
2603,Red Hill (ACT)
2604,Kingston - Barton
2604,Narrabundah
2605,ACT - South West
2605,Curtin
2605,Garran
2605,Hughes
2605,O'Malley
2606,Chifley
2606,Isaacs
2606,Lyons (ACT)
2606,O'Malley
2606,Phillip
2607,ACT - East
2607,Farrer
2607,Isaacs
2607,Mawson
2607,Pearce
2607,Torrens
2609,ACT - East
2609,Majura
2609,Gungahlin - East
2609,Campbell
2609,Narrabundah
2611,Yass Region
2611,Tumut Region
2611,ACT - South West
2611,Chapman
2611,Duffy
2611,Fisher
2611,Holder
2611,Rivett
2611,Stirling
2611,Waramanga
2611,Weston
2612,Ainslie
2612,Braddon
2612,Campbell
2612,Civic
2612,Reid
2612,Turner
2614,Aranda
2614,Cook
2614,Florey
2614,Hawker
2614,Macquarie
2614,Page
2614,Scullin
2614,Weetangera
2615,Charnwood
2615,Dunlop
2615,Florey
2615,Flynn (ACT)
2615,Fraser
2615,Higgins
2615,Holt
2615,Latham
2615,Macgregor (ACT)
2615,Melba
2615,Spence
2615,Molonglo
2617,Belconnen
2617,Bruce
2617,Evatt
2617,Giralang
2617,Kaleen
2617,McKellar
2617,Molonglo
2618,Yass Region
2618,Molonglo
2618,Hall
2619,Queanbeyan Region
2619,Queanbeyan West - Jerrabomberra
2620,Yass Region
2620,Karabar
2620,Queanbeyan
2620,Queanbeyan - East
2620,Queanbeyan Region
2620,Queanbeyan West - Jerrabomberra
2620,ACT - South West
2620,Namadgi
2620,ACT - East
2620,Hume
2620,Kowen
2621,Yass Region
2621,Queanbeyan Region
2622,Braidwood
2622,Queanbeyan Region
2622,Deua - Wadbilliga
2622,Eurobodalla Hinterland
2622,Ettrema - Sassafras - Budawang
2623,Queanbeyan Region
2624,Tumbarumba
2625,Jindabyne - Berridale
2626,Cooma Region
2627,Cooma Region
2627,Jindabyne - Berridale
2628,Jindabyne - Berridale
2629,Cooma Region
2629,Tumut Region
2630,Bombala
2630,Cooma
2630,Cooma Region
2630,Jindabyne - Berridale
2631,Bombala
2631,Cooma Region
2632,Bombala
2632,Bega-Eden Hinterland
2633,Bombala
2640,Albury - East
2640,Albury - North
2640,Albury - South
2640,Albury Region
2640,Tumbarumba
2641,Albury - East
2641,Albury - North
2641,Lavington
2642,Albury Region
2642,Corowa Region
2642,Tumbarumba
2642,Wagga Wagga Region
2642,Towong
2643,Corowa Region
2644,Albury Region
2644,Tumbarumba
2644,Wagga Wagga Region
2645,Corowa Region
2645,Wagga Wagga Region
2646,Corowa
2646,Corowa Region
2646,Tocumwal - Finley - Jerilderie
2647,Corowa Region
2647,Tocumwal - Finley - Jerilderie
2648,Far West
2648,Wentworth - Buronga
2648,Wentworth-Balranald Region
2649,Tumbarumba
2649,Tumut Region
2650,Albury Region
2650,Narrandera
2650,Junee
2650,Wagga Wagga - East
2650,Wagga Wagga - North
2650,Wagga Wagga - South
2650,Wagga Wagga - West
2650,Wagga Wagga Region
2651,Wagga Wagga Region
2652,Griffith Region
2652,Narrandera
2652,Tumbarumba
2652,Junee
2652,Wagga Wagga - East
2652,Wagga Wagga Region
2653,Tumbarumba
2653,Tumut Region
2655,Wagga Wagga Region
2656,Wagga Wagga Region
2658,Albury Region
2658,Wagga Wagga Region
2659,Albury Region
2660,Albury Region
2661,Wagga Wagga - South
2661,Wagga Wagga - West
2661,Wagga Wagga Region
2663,Junee
2663,Wagga Wagga Region
2665,West Wyalong
2665,Griffith Region
2665,Narrandera
2665,Temora
2666,Young Region
2666,West Wyalong
2666,Junee
2666,Temora
2668,West Wyalong
2668,Temora
2669,Condobolin
2669,West Wyalong
2669,Griffith Region
2671,Condobolin
2671,Forbes
2671,West Wyalong
2672,Condobolin
2672,Cobar
2675,Griffith Region
2678,Wagga Wagga - North
2680,Griffith (NSW)
2680,Griffith Region
2681,Griffith Region
2700,Tocumwal - Finley - Jerilderie
2700,Narrandera
2701,Wagga Wagga Region
2702,Wagga Wagga Region
2703,Leeton
2705,Griffith Region
2705,Leeton
2705,Narrandera
2706,Griffith Region
2707,Tocumwal - Finley - Jerilderie
2707,Griffith Region
2710,Hay
2710,Deniliquin
2710,Deniliquin Region
2710,Tocumwal - Finley - Jerilderie
2711,Hay
2711,Wentworth-Balranald Region
2711,Deniliquin Region
2711,Griffith Region
2712,Tocumwal - Finley - Jerilderie
2713,Deniliquin Region
2713,Tocumwal - Finley - Jerilderie
2714,Deniliquin Region
2714,Tocumwal - Finley - Jerilderie
2714,Numurkah
2715,Wentworth-Balranald Region
2715,Swan Hill Region
2716,Deniliquin Region
2716,Tocumwal - Finley - Jerilderie
2717,Wentworth - Buronga
2720,Tumut
2720,Tumut Region
2721,Grenfell
2721,West Wyalong
2722,Tumut Region
2722,Cootamundra
2722,Gundagai
2725,Cootamundra
2726,Yass Region
2727,Gundagai
2729,Tumut Region
2729,Gundagai
2729,Junee
2730,Tumbarumba
2730,Tumut Region
2731,Deniliquin Region
2731,Moama
2732,Deniliquin Region
2732,Gannawarra
2733,Deniliquin Region
2734,Wentworth-Balranald Region
2734,Deniliquin Region
2735,Deniliquin Region
2735,Swan Hill Region
2736,Wentworth-Balranald Region
2737,Wentworth-Balranald Region
2738,Wentworth - Buronga
2738,Wentworth-Balranald Region
2739,Wentworth - Buronga
2739,Wentworth-Balranald Region
2745,Glenmore Park - Regentville
2745,Mulgoa - Luddenham - Orchard Hills
2745,Warragamba - Silverdale
2745,Badgerys Creek - Greendale
2745,Cobbitty - Leppington
2747,Riverstone - Marsden Park
2747,Cambridge Park
2747,Castlereagh - Cranebrook
2747,Jamisontown - South Penrith
2747,Kingswood - Werrington
2747,Penrith
2748,Kingswood - Werrington
2748,Mulgoa - Luddenham - Orchard Hills
2748,St Clair
2749,Castlereagh - Cranebrook
2749,Penrith
2750,Cambridge Park
2750,Emu Plains - Leonay
2750,Jamisontown - South Penrith
2750,Penrith
2752,Warragamba - Silverdale
2753,Kurrajong Heights - Ebenezer
2753,Richmond - Clarendon
2753,Yarramundi - Londonderry
2754,Kurrajong Heights - Ebenezer
2754,Richmond - Clarendon
2755,Richmond - Clarendon
2756,Dural - Kenthurst - Wisemans Ferry
2756,Bilpin - Colo - St Albans
2756,Kurrajong Heights - Ebenezer
2756,Pitt Town - McGraths Hill
2756,Richmond - Clarendon
2756,Windsor - Bligh Park
2756,Yarramundi - Londonderry
2757,Kurrajong Heights - Ebenezer
2758,Bilpin - Colo - St Albans
2758,Kurrajong Heights - Ebenezer
2758,Blue Mountains - North
2759,Erskine Park
2759,St Clair
2760,Lethbridge Park - Tregear
2760,St Marys - Colyton
2761,Riverstone - Marsden Park
2761,Bidwill - Hebersham - Emerton
2761,Glendenning Dean Park
2761,Hassall Grove - Plumpton
2762,Quakers Hill - Acacia Gardens
2762,Riverstone - Marsden Park
2763,Blacktown (East) - Kings Park
2763,Blacktown (North) - Marayong
2763,Parklea - Kellyville Ridge
2763,Quakers Hill - Acacia Gardens
2765,Pitt Town - McGraths Hill
2765,Rouse Hill - Beaumont Hills
2765,Riverstone - Marsden Park
2765,Yarramundi - Londonderry
2766,Mount Druitt - Whalan
2766,Prospect Reservoir
2766,Rooty Hill - Minchinbury
2767,Blacktown (North) - Marayong
2767,Blacktown (South)
2767,Doonside - Woodcroft
2768,Glenwood
2768,Parklea - Kellyville Ridge
2768,Quakers Hill - Acacia Gardens
2769,Parklea - Kellyville Ridge
2770,Bidwill - Hebersham - Emerton
2770,Lethbridge Park - Tregear
2770,Mount Druitt - Whalan
2770,Rooty Hill - Minchinbury
2773,Blaxland - Warrimoo - Lapstone
2774,Blaxland - Warrimoo - Lapstone
2775,Calga - Kulnura
2775,Dural - Kenthurst - Wisemans Ferry
2775,Galston - Laughtondale
2775,Bilpin - Colo - St Albans
2776,Lawson - Hazelbrook - Linden
2776,Springwood - Winmalee
2777,Springwood - Winmalee
2778,Lawson - Hazelbrook - Linden
2779,Lawson - Hazelbrook - Linden
2780,Katoomba - Leura
2782,Wentworth Falls
2783,Lawson - Hazelbrook - Linden
2784,Lawson - Hazelbrook - Linden
2785,Lithgow Region
2785,Blackheath - Megalong Valley
2786,Lithgow Region
2786,Bilpin - Colo - St Albans
2786,Blackheath - Megalong Valley
2787,Goulburn Region
2787,Bathurst Region
2787,Oberon
2787,Lithgow Region
2787,Katoomba - Leura
2787,Lawson - Hazelbrook - Linden
2787,Blue Mountains - South
2790,Oberon
2790,Lithgow
2790,Lithgow Region
2790,Blackheath - Megalong Valley
2791,Blayney
2792,Cowra Region
2792,Blayney
2793,Cowra Region
2794,Young Region
2794,Cowra
2794,Cowra Region
2794,Grenfell
2795,Bathurst
2795,Bathurst - East
2795,Bathurst Region
2795,Oberon
2795,Lithgow Region
2795,Mudgee Region - East
2795,Mudgee Region - West
2795,Blayney
2795,Orange Region
2797,Blayney
2798,Blayney
2798,Orange Region
2799,Bathurst Region
2799,Blayney
2799,Orange Region
2800,Blayney
2800,Orange
2800,Orange - North
2800,Orange Region
2803,Young Region
2804,Cowra Region
2805,Cowra Region
2805,Forbes
2806,Forbes
2807,Young Region
2807,Cowra Region
2808,Goulburn Region
2808,Young Region
2808,Cowra Region
2809,Grenfell
2810,Forbes
2810,Grenfell
2820,Dubbo Region
2820,Wellington
2821,Narromine
2823,Condobolin
2823,Narromine
2824,Coonamble
2824,Nyngan - Warren
2825,Condobolin
2825,Nyngan - Warren
2827,Gilgandra
2828,Coonamble
2828,Coonabarabran
2828,Gilgandra
2829,Coonamble
2829,Coonabarabran
2830,Dubbo - East
2830,Dubbo - South
2830,Dubbo - West
2830,Dubbo Region
2830,Gilgandra
2831,Bourke - Brewarrina
2831,Cobar
2831,Coonamble
2831,Nyngan - Warren
2831,Walgett - Lightning Ridge
2831,Coonabarabran
2831,Dubbo Region
2831,Gilgandra
2831,Wellington
2832,Walgett - Lightning Ridge
2833,Walgett - Lightning Ridge
2833,Moree Region
2834,Walgett - Lightning Ridge
2835,Cobar
2836,Far West
2839,Bourke - Brewarrina
2840,Bourke - Brewarrina
2840,Cobar
2840,Far West
2842,Coonabarabran
2842,Gilgandra
2843,Coonabarabran
2844,Mudgee Region - West
2845,Lithgow Region
2846,Lithgow Region
2846,Mudgee Region - East
2847,Lithgow Region
2848,Mudgee Region - East
2849,Lithgow Region
2849,Mudgee Region - East
2849,Wollangambe - Wollemi
2850,Bathurst Region
2850,Mudgee
2850,Mudgee Region - East
2850,Mudgee Region - West
2850,Wellington
2850,Scone Region
2852,Mudgee Region - West
2852,Dubbo Region
2852,Wellington
2864,Forbes
2864,Orange Region
2865,Orange Region
2866,Orange Region
2866,Wellington
2867,Orange Region
2867,Wellington
2868,Orange Region
2868,Dubbo Region
2868,Wellington
2869,Parkes Region
2869,Narromine
2870,Parkes (NSW)
2870,Parkes Region
2870,Orange Region
2871,Condobolin
2871,Forbes
2871,Parkes (NSW)
2873,Condobolin
2874,Condobolin
2875,Condobolin
2875,Forbes
2875,Parkes Region
2876,Parkes Region
2877,Condobolin
2877,Cobar
2878,Far West
2878,Hay
2878,Wentworth-Balranald Region
2879,Far West
2880,Broken Hill
2880,Far West
2898,Lord Howe Island
2900,Queanbeyan Region
2900,Greenway
2900,Tuggeranong
2902,ACT - South West
2902,Kambah
2903,Greenway
2903,Oxley (ACT)
2903,Wanniassa
2904,Fadden
2904,Gowrie (ACT)
2904,Macarthur
2904,Monash
2904,Mount Taylor
2905,Bonython
2905,Calwell
2905,Chisholm
2905,Gilmore
2905,Isabella Plains
2905,Richardson
2905,Theodore
2906,Banks
2906,Conder
2906,Gordon (ACT)
2911,Crace
2911,Mitchell
2912,Casey
2912,Gungahlin
2912,Gungahlin - East
2912,Gungahlin - West
2912,Mitchell
2913,Franklin
2913,Ngunnawal
2913,Nicholls
2913,Palmerston
2914,Amaroo
2914,Bonner
2914,Forde
2914,Harrison
3000,Carlton
3000,East Melbourne
3000,Melbourne
3000,North Melbourne
3000,Parkville
3002,East Melbourne
3003,North Melbourne
3004,East Melbourne
3004,South Yarra - West
3004,Southbank
3004,Albert Park
3004,South Melbourne
3004,St Kilda
3005,Docklands
3006,Southbank
3006,South Melbourne
3008,Docklands
3010,Carlton
3010,Parkville
3011,Footscray
3011,Seddon - Kingsville
3012,Sunshine West
3012,Altona North
3012,Braybrook
3012,Seddon - Kingsville
3012,West Footscray - Tottenham
3013,Seddon - Kingsville
3013,Yarraville
3015,Altona North
3015,Newport
3016,Newport
3016,Williamstown
3018,Altona
3019,Braybrook
3020,Ardeer - Albion
3020,Sunshine
3020,Sunshine North
3020,Sunshine West
3021,Keilor Downs
3021,Kings Park (Vic.)
3021,St Albans - North
3021,St Albans - South
3022,Ardeer - Albion
3023,Cairnlea
3023,Deer Park - Derrimut
3023,Kings Park (Vic.)
3023,St Albans - South
3023,Caroline Springs
3023,Rockbank - Mount Cottrell
3023,Taylors Hill
3024,Rockbank - Mount Cottrell
3024,Tarneit
3024,Wyndham Vale
3025,Altona North
3025,Newport
3026,Laverton
3027,Laverton
3027,Truganina
3028,Altona Meadows
3028,Seabrook
3028,Laverton
3029,Rockbank - Mount Cottrell
3029,Hoppers Crossing - North
3029,Hoppers Crossing - South
3029,Tarneit
3029,Truganina
3029,Werribee
3029,Werribee - South
3030,Deer Park - Derrimut
3030,Point Cook
3030,Werribee
3030,Werribee - South
3030,Wyndham Vale
3031,Flemington
3031,Flemington Racecourse
3031,Kensington
3032,Ascot Vale
3032,Flemington
3032,Maribyrnong
3033,Keilor
3033,Keilor East
3033,Niddrie - Essendon West
3034,Keilor East
3036,Keilor
3036,Melbourne Airport
3036,Taylors Lakes
3037,Delahey
3037,Keilor Downs
3037,Sydenham
3037,Taylors Lakes
3037,Hillside
3037,Taylors Hill
3038,Keilor Downs
3038,Taylors Lakes
3039,Moonee Ponds
3040,Essendon - Aberfeldie
3040,Niddrie - Essendon West
3041,Essendon - Aberfeldie
3041,Strathmore
3042,Airport West
3042,Keilor
3042,Niddrie - Essendon West
3043,Keilor
3043,Glenroy - Hadfield
3043,Gladstone Park - Westmeadows
3043,Tullamarine
3044,Coburg
3044,Pascoe Vale South
3044,Coburg North
3044,Pascoe Vale
3045,Melbourne Airport
3046,Glenroy - Hadfield
3046,Pascoe Vale
3047,Broadmeadows
3047,Campbellfield - Coolaroo
3047,Gladstone Park - Westmeadows
3048,Campbellfield - Coolaroo
3048,Greenvale - Bulla
3048,Meadow Heights
3049,Gladstone Park - Westmeadows
3049,Meadow Heights
3050,Parkville
3051,North Melbourne
3052,Brunswick West
3052,Parkville
3053,Carlton
3054,Brunswick East
3054,Carlton North - Princes Hill
3055,Brunswick
3055,Brunswick West
3056,Brunswick
3057,Brunswick
3057,Brunswick East
3058,Coburg
3058,Pascoe Vale South
3058,Preston
3058,Reservoir - West
3058,Coburg North
3059,Greenvale - Bulla
3059,Roxburgh Park - Somerton
3060,Fawkner
3060,Campbellfield - Coolaroo
3061,Campbellfield - Coolaroo
3062,Roxburgh Park - Somerton
3063,Sunbury
3063,Craigieburn - Mickleham
3063,Greenvale - Bulla
3064,Whittlesea
3064,Craigieburn - Mickleham
3064,Roxburgh Park - Somerton
3065,Fitzroy
3066,Collingwood
3067,Abbotsford
3068,Brunswick East
3068,Fitzroy North
3068,Yarra - North
3070,Alphington - Fairfield
3070,Northcote
3070,Thornbury
3071,Northcote
3071,Thornbury
3072,Preston
3072,Reservoir - East
3072,Reservoir - West
3073,Reservoir - East
3073,Reservoir - West
3074,Lalor
3074,Thomastown
3075,Lalor
3075,Thomastown
3076,Epping
3076,Mill Park - North
3078,Alphington - Fairfield
3078,Northcote
3078,Yarra - North
3079,Ivanhoe
3079,Ivanhoe East - Eaglemont
3081,Heidelberg West
3082,Mill Park - North
3082,Mill Park - South
3083,Bundoora - East
3083,Watsonia
3083,Kingsbury
3083,Bundoora - North
3083,Bundoora - West
3084,Heidelberg - Rosanna
3084,Ivanhoe East - Eaglemont
3084,Viewbank - Yallambie
3085,Heidelberg - Rosanna
3085,Viewbank - Yallambie
3085,Kingsbury
3086,Kingsbury
3087,Viewbank - Yallambie
3087,Watsonia
3088,Greensborough
3088,Montmorency - Briar Hill
3088,Viewbank - Yallambie
3088,Watsonia
3088,Plenty - Yarrambat
3089,Wattle Glen - Diamond Creek
3090,Plenty - Yarrambat
3091,Hurstbridge
3091,Plenty - Yarrambat
3093,Montmorency - Briar Hill
3094,Montmorency - Briar Hill
3095,Greensborough
3095,Montmorency - Briar Hill
3095,Eltham
3095,Research - North Warrandyte
3096,Wattle Glen - Diamond Creek
3097,Panton Hill - St Andrews
3097,Research - North Warrandyte
3099,Hurstbridge
3099,Panton Hill - St Andrews
3101,Abbotsford
3101,Yarra - North
3101,Kew
3101,Kew East
3102,Kew
3102,Kew East
3103,Balwyn
3103,Balwyn North
3104,Balwyn North
3104,Box Hill North
3105,Bulleen
3106,Templestowe
3106,Templestowe Lower
3107,Bulleen
3107,Doncaster
3107,Templestowe
3107,Templestowe Lower
3108,Bulleen
3108,Doncaster
3108,Doncaster East
3108,Templestowe Lower
3109,Doncaster East
3109,Donvale - Park Orchards
3109,Warrandyte - Wonga Park
3111,Doncaster East
3111,Donvale - Park Orchards
3111,Warrandyte - Wonga Park
3113,Research - North Warrandyte
3113,Warrandyte - Wonga Park
3114,Donvale - Park Orchards
3114,Ringwood North
3115,Warrandyte - Wonga Park
3115,Croydon Hills - Warranwood
3116,Warrandyte - Wonga Park
3116,Chirnside Park
3116,Mooroolbark
3121,Richmond (Vic.)
3122,Hawthorn
3122,Hawthorn East
3123,Glen Iris - East
3123,Hawthorn East
3124,Camberwell
3124,Glen Iris - East
3124,Hawthorn East
3124,Surrey Hills (West) - Canterbury
3125,Burwood
3125,Ashwood - Chadstone
3126,Balwyn
3126,Surrey Hills (West) - Canterbury
3127,Balwyn
3127,Camberwell
3127,Surrey Hills (West) - Canterbury
3127,Box Hill North
3127,Surrey Hills (East) - Mont Albert
3128,Box Hill
3129,Box Hill North
3130,Blackburn
3130,Blackburn South
3131,Forest Hill
3131,Nunawading
3132,Mitcham (Vic.)
3133,Vermont
3133,Vermont South
3134,Donvale - Park Orchards
3134,Warrandyte - Wonga Park
3134,Croydon Hills - Warranwood
3134,Ringwood
3134,Ringwood East
3134,Ringwood North
3134,Vermont
3135,Croydon
3135,Ringwood
3135,Ringwood East
3136,Croydon
3136,Croydon Hills - Warranwood
3136,Ringwood
3137,Bayswater North
3137,Croydon
3137,Kilsyth
3137,Montrose
3138,Chirnside Park
3138,Montrose
3138,Mooroolbark
3139,Mount Evelyn
3139,Wandin - Seville
3139,Yarra Valley
3139,Emerald - Cockatoo
3140,Lilydale - Coldstream
3140,Mooroolbark
3141,South Yarra - West
3141,South Yarra - East
3142,Toorak
3142,Hawthorn
3143,Armadale
3143,Prahran - Windsor
3144,Armadale
3144,Toorak
3144,Malvern - Glen Iris
3145,Ashburton (Vic.)
3145,Caulfield - North
3145,Malvern - Glen Iris
3145,Malvern East
3146,Ashburton (Vic.)
3146,Glen Iris - East
3146,Hawthorn East
3146,Malvern - Glen Iris
3146,Malvern East
3147,Ashburton (Vic.)
3147,Glen Iris - East
3147,Ashwood - Chadstone
3148,Ashwood - Chadstone
3149,Mount Waverley - North
3149,Mount Waverley - South
3150,Glen Waverley - East
3150,Glen Waverley - West
3150,Wheelers Hill
3151,Burwood East
3152,Bayswater
3152,Boronia - The Basin
3152,Wantirna
3152,Wantirna South
3153,Bayswater
3153,Wantirna
3153,Bayswater North
3153,Ringwood East
3154,Boronia - The Basin
3155,Bayswater
3155,Boronia - The Basin
3156,Ferntree Gully
3156,Knoxfield - Scoresby
3156,Lysterfield
3156,Rowville - North
3156,Belgrave - Selby
3156,Upwey - Tecoma
3156,Endeavour Hills
3158,Upwey - Tecoma
3159,Belgrave - Selby
3159,Mount Dandenong - Olinda
3160,Belgrave - Selby
3160,Upwey - Tecoma
3161,Caulfield - North
3162,Caulfield - South
3163,Carnegie
3163,Murrumbeena
3163,Ormond - Glen Huntly
3165,Bentleigh East
3166,Hughesdale
3166,Oakleigh - Huntingdale
3167,Clarinda - Oakleigh South
3167,Clayton
3167,Oakleigh - Huntingdale
3168,Clayton
3169,Moorabbin - Heatherton
3169,Clarinda - Oakleigh South
3169,Clayton South
3169,Dingley Village
3170,Mulgrave
3171,Springvale
3172,Dingley Village
3172,Noble Park
3172,Springvale South
3173,Keysborough
3173,Noble Park
3174,Dandenong North
3174,Keysborough
3174,Noble Park
3174,Noble Park North
3174,Springvale
3175,Carrum - Patterson Lakes
3175,Dandenong
3175,Dandenong North
3175,Keysborough
3175,Noble Park North
3177,Doveton
3178,Lysterfield
3178,Rowville - Central
3178,Rowville - North
3178,Rowville - South
3179,Knoxfield - Scoresby
3179,Wantirna South
3180,Knoxfield - Scoresby
3181,St Kilda
3181,Prahran - Windsor
3182,St Kilda
3182,St Kilda East
3183,St Kilda East
3183,Caulfield - North
3184,Elwood
3184,St Kilda
3185,St Kilda East
3185,Elsternwick
3186,Brighton (Vic.)
3186,Brighton East
3186,Hampton
3187,Brighton East
3187,Hampton
3187,Bentleigh - McKinnon
3187,Ormond - Glen Huntly
3188,Cheltenham - Highett (West)
3188,Hampton
3188,Sandringham - Black Rock
3189,Cheltenham - Highett (East)
3189,Moorabbin - Heatherton
3190,Cheltenham - Highett (West)
3190,Cheltenham - Highett (East)
3191,Cheltenham - Highett (West)
3191,Sandringham - Black Rock
3192,Beaumaris
3192,Cheltenham - Highett (West)
3192,Cheltenham - Highett (East)
3193,Beaumaris
3193,Sandringham - Black Rock
3194,Mentone
3195,Aspendale Gardens - Waterways
3195,Braeside
3195,Edithvale - Aspendale
3195,Mordialloc - Parkdale
3196,Chelsea - Bonbeach
3196,Chelsea Heights
3196,Edithvale - Aspendale
